,location,total_sqft,bath,bhk,price
817,Hebbal,1349.0,2,2,98.0
818,Narayanapura,1566.0,3,3,83.3
820,Electronic City,1320.0,2,3,38.13
821,other,1780.0,3,3,84.83
822,Varthur,1091.0,2,2,34.9
824,7th Phase JP Nagar,918.0,2,2,50.49
825,Yeshwanthpur,1950.0,4,4,130.0
826,Panathur,1695.0,3,3,90.0
827,Yelahanka,1705.0,3,3,95.0
828,Kalyan nagar,1375.0,3,3,75.0
829,Kanakpura Road,525.0,1,1,30.0
830,Whitefield,1447.0,2,2,83.0
831,Thanisandra,1114.0,2,2,39.0
832,7th Phase JP Nagar,1450.0,2,3,100.0
833,other,460.0,1,2,15.0
834,Vasanthapura,1022.0,2,2,40.0
835,Hebbal,1000.0,2,2,45.0
836,Electronic City,1128.0,2,2,68.75
837,Kanakpura Road,1180.0,2,2,57.0
841,Kanakpura Road,1339.0,2,2,75.0
842,Yelachenahalli,1400.0,2,3,55.0
843,7th Phase JP Nagar,1040.0,2,2,39.52
844,Kadugodi,1198.0,2,2,58.0
845,other,1200.0,3,4,95.0
846,Sarjapur  Road,1691.0,3,3,113.0
847,Bisuvanahalli,1075.0,3,3,36.0
849,8th Phase JP Nagar,1240.0,3,3,43.5
850,Bannerghatta Road,1122.5,2,2,58.935
851,Mallasandra,1665.0,3,3,86.58
853,Brookefield,1142.0,2,2,70.0
854,other,1976.0,3,3,184.0
856,Kothannur,1853.0,3,3,82.0
858,Kasturi Nagar,1567.0,2,2,92.0
859,Talaghattapura,1090.0,2,2,27.24
862,Electronics City Phase 1,1175.0,2,2,51.47
863,Subramanyapura,1200.0,2,2,52.0
864,Kodichikkanahalli,995.0,2,2,41.0
865,Magadi Road,884.0,2,2,41.1
867,Yeshwanthpur,1170.0,2,2,57.0
868,KR Puram,1225.0,2,2,46.55
869,Electronic City,1342.0,2,2,73.3
870,Uttarahalli,1345.0,2,2,67.0
871,Kodigehaali,1320.0,3,3,65.0
873,Raja Rajeshwari Nagar,1140.0,2,2,49.39
874,Battarahalli,1300.0,2,2,50.0
875,Hosa Road,1652.0,3,3,85.0
876,Thigalarapalya,2072.0,4,3,142.0
877,Arekere,1740.0,2,3,95.0
878,Electronic City,1360.0,2,3,71.0
879,Hosur Road,1145.0,2,3,60.0
880,Uttarahalli,1540.0,2,3,40.0
881,Sarjapur  Road,1278.0,2,2,95.0
882,Electronic City Phase II,630.0,1,1,40.0
883,Kanakpura Road,1100.0,3,3,58.0
884,other,1200.0,3,3,95.0
886,Chandapura,582.5,1,1,15.135
887,Chandapura,1015.0,2,2,25.88
890,Gunjur,1356.0,2,3,66.0
891,other,823.0,2,2,28.0
892,TC Palaya,1200.0,2,3,66.0
893,Ramamurthy Nagar,1050.0,2,2,37.0
894,other,1180.0,2,2,69.0
895,Whitefield,1116.0,2,2,51.91
896,7th Phase JP Nagar,1070.0,2,2,42.79
897,Varthur,1385.0,2,2,80.0
898,Varthur,1000.0,1,1,70.0
899,Whitefield,1897.0,3,3,130.0
900,Magadi Road,1005.0,2,2,55.78
901,Green Glen Layout,1575.0,3,3,125.0
902,Subramanyapura,975.0,2,2,65.0
903,Hennur Road,1904.0,3,3,120.0
904,Kengeri Satellite Town,930.0,1,1,30.0
905,Kanakpura Road,525.0,1,1,26.0
906,other,686.0,1,1,17.0
909,Sarjapur  Road,2238.0,3,3,140.0
910,Harlur,1174.0,2,2,69.0
912,Whitefield,2225.0,2,3,125.0
914,Jigani,918.0,2,2,52.0
915,Mahadevpura,1250.0,2,2,52.0
916,Sarjapur  Road,1800.0,3,3,110.0
917,Marathahalli,1170.0,2,2,53.0
919,Bannerghatta Road,793.0,2,2,45.0
920,Jakkur,1710.0,3,3,107.0
921,Kambipura,1082.0,2,3,57.5
922,Naganathapura,1001.0,2,2,33.03
924,Yelahanka,1590.0,2,3,54.0
926,Horamavu Banaswadi,1554.0,3,3,55.0
927,Thanisandra,1142.5,2,2,43.415
929,Konanakunte,884.0,1,2,58.0
930,Hosa Road,1045.0,2,2,98.89
931,Marathahalli,1019.0,2,2,49.86
932,Ambedkar Nagar,1935.0,4,3,130.0
933,Uttarahalli,1135.0,2,3,39.73
934,Lakshminarayana Pura,1680.0,3,3,150.0
940,Kasavanhalli,1799.0,3,3,90.0
942,Attibele,400.0,1,1,11.0
943,Kundalahalli,1047.0,2,2,82.0
944,other,1282.0,2,2,87.0
945,NGR Layout,1020.0,2,2,45.9
947,Whitefield,1495.0,2,2,79.5
949,other,1611.0,2,3,64.44
951,other,1500.0,2,3,95.0
952,Sahakara Nagar,1500.0,2,3,95.0
954,Uttarahalli,1540.0,3,3,50.0
955,Hosa Road,1639.0,3,3,80.0
957,Raja Rajeshwari Nagar,1303.0,2,2,55.79
959,Kammasandra,657.5,1,1,18.41
960,Chandapura,1305.0,3,3,33.28
962,other,1300.0,1,2,115.0
963,Brookefield,1440.0,2,3,68.0
964,Seegehalli,901.0,2,2,35.14
966,Sarjapur,900.0,2,3,42.0
967,BEML Layout,1060.0,2,2,55.0
968,NGR Layout,1020.0,2,2,48.45
969,Varthur,1535.0,3,3,65.99
970,other,530.0,1,1,20.0
971,Haralur Road,1464.0,3,3,56.0
972,other,1350.0,2,2,80.0
973,Sarjapur  Road,1115.0,2,2,50.0
974,Uttarahalli,1175.0,2,2,47.0
975,Whitefield,1113.0,2,2,62.0
978,Giri Nagar,650.0,2,2,42.0
979,Marathahalli,1325.0,2,2,71.55
980,Electronics City Phase 1,950.0,2,2,31.0
981,Jakkur,1396.0,2,3,86.51
982,Rachenahalli,1050.0,2,2,52.07
983,Thanisandra,1825.0,3,3,100.0
984,7th Phase JP Nagar,1190.0,2,2,49.98
985,Marathahalli,1220.0,2,2,56.5
986,NRI Layout,1565.0,2,3,75.0
987,Hennur Road,1891.0,3,3,109.0
988,other,900.0,2,2,27.0
989,Hosa Road,1161.0,2,2,55.15
990,Sarjapur,649.5,1,1,17.535
993,Yeshwanthpur,665.0,1,1,36.85
994,Mysore Road,1175.0,2,2,73.5
995,Hoodi,1425.0,2,2,80.0
996,Chikkabanavar,1200.0,1,1,20.0
997,ITPL,1200.0,3,3,56.12
998,Somasundara Palya,1255.0,2,2,67.0
999,Hegde Nagar,2112.95,4,3,145.0
1000,Raja Rajeshwari Nagar,600.0,1,1,22.0
1001,Haralur Road,1810.0,3,3,100.0
1002,Indira Nagar,1200.0,2,2,93.0
1003,Harlur,1033.0,2,2,49.0
1004,ITPL,1548.0,3,3,89.5
1005,Horamavu Banaswadi,1611.0,3,3,66.0
1006,Electronic City Phase II,1400.0,2,3,40.43
1007,Vidyaranyapura,1485.0,2,3,67.0
1009,Pattandur Agrahara,1025.0,2,2,44.5
1011,other,1225.0,2,2,53.0
1012,5th Phase JP Nagar,1256.0,2,2,62.8
1013,Whitefield,2268.0,3,4,163.0
1014,Kanakpura Road,1100.0,3,3,53.0
1015,other,1141.0,2,2,62.0
1016,Attibele,400.0,1,1,12.0
1017,Chandapura,1400.0,2,2,60.0
1021,other,1175.0,2,2,48.27
1022,Sahakara Nagar,1100.0,2,2,56.0
1023,Kanakpura Road,1843.0,3,3,95.84
1025,Horamavu Banaswadi,1460.0,2,2,80.5
1026,Rachenahalli,1530.0,2,3,74.5
1027,HSR Layout,1467.0,2,2,55.0
1028,other,950.0,1,1,40.0
1029,Vittasandra,1246.0,2,2,64.5
1030,Kanakapura,711.0,1,1,38.0
1031,Haralur Road,1194.0,2,2,46.0
1032,Babusapalaya,1358.0,2,3,43.4
1034,Hoodi,1420.0,2,2,75.0
1035,Kathriguppe,1250.0,2,3,68.75
1036,Akshaya Nagar,1280.0,2,2,58.0
1037,Nagappa Reddy Layout,1209.0,2,2,50.0
1040,Panathur,1315.0,2,3,54.8
1041,other,1800.0,3,3,90.0
1043,TC Palaya,1600.0,2,3,65.0
1045,other,1563.0,3,3,52.0
1046,Whitefield,1560.0,2,3,72.0
1047,Brookefield,2169.0,4,3,115.0
1049,Rachenahalli,1050.0,2,2,55.5
1051,TC Palaya,1200.0,3,3,66.0
1052,HSR Layout,1140.0,2,2,46.0
1054,Horamavu Agara,1560.0,3,3,75.0
1055,JP Nagar,1100.0,2,2,70.0
1056,Kasavanhalli,1260.0,2,3,40.32
1057,Hebbal,1036.0,2,2,50.0
1058,Akshaya Nagar,1662.0,3,3,85.1
1059,Yelachenahalli,1464.0,2,3,105.0
1060,Yelahanka,1234.0,2,2,80.0
1061,Sarjapur  Road,1403.0,3,3,55.0
1062,other,915.0,4,4,54.9
1064,Seegehalli,1150.0,2,3,42.9
1067,Kanakapura,929.0,2,2,46.0
1069,TC Palaya,1350.0,2,3,75.0
1070,Vasanthapura,1135.0,2,2,39.73
1071,other,1405.0,2,2,70.0
1072,Whitefield,1200.0,2,2,45.84
1074,Yeshwanthpur,1161.0,2,2,64.08
1075,Kanakpura Road,1290.0,2,2,74.0
1077,other,1480.0,3,3,90.0
1079,Old Madras Road,1350.0,3,3,54.54
1080,Kadugodi,1580.0,2,3,65.0
1081,Banashankari,1470.0,2,3,88.64
1082,Ananth Nagar,500.0,1,1,14.0
1083,Sarjapur  Road,1346.0,2,2,61.92
1084,other,1600.0,3,3,90.0
1088,Basapura,1200.0,2,2,35.0
1089,Channasandra,1340.0,2,3,48.33
1091,Jigani,918.0,2,2,48.0
1092,other,1500.0,3,3,115.0
1093,Yelahanka,1315.0,2,2,85.0
1095,Uttarahalli,1390.0,2,3,62.55
1096,Uttarahalli,1330.0,2,3,56.0
1098,other,1824.0,3,3,125.0
1099,7th Phase JP Nagar,1420.0,2,3,96.0
1100,other,750.0,1,1,56.25
1101,Jalahalli East,1260.0,2,3,60.0
1102,Hennur Road,1561.0,3,3,95.0
1104,other,1060.0,2,2,42.0
1106,Haralur Road,1225.0,2,2,67.38
1107,Thanisandra,2144.0,3,3,135.0
1109,Electronic City,880.0,2,2,29.0
1110,Hoodi,1639.0,3,3,110.0
1111,Thanisandra,1240.0,2,3,62.0
1112,Kanakpura Road,1500.0,2,2,69.0
1113,Haralur Road,1243.0,2,2,46.0
1114,Marathahalli,1575.0,3,3,78.0
1115,Haralur Road,1027.0,2,2,44.0
1116,Kambipura,1082.0,2,3,56.0
1117,Konanakunte,1637.0,3,3,73.0
1118,Kanakpura Road,1665.0,3,3,86.58
1119,Electronic City,1265.0,2,2,56.93
1120,Electronic City,1691.0,2,3,102.0
1121,Thanisandra,1100.0,2,2,38.0
1123,other,1500.0,3,3,62.0
1126,Choodasandra,1115.0,2,2,50.0
1127,Mysore Road,1070.0,2,2,45.0
1128,Indira Nagar,1128.0,2,2,105.0
1129,Budigere,1162.0,2,2,57.0
1130,other,1339.0,2,2,55.0
1131,Mahadevpura,1192.0,2,2,75.0
1132,Haralur Road,1920.0,3,3,115.0
1133,Hennur,1255.0,2,2,52.32
1134,Rajaji Nagar,1357.0,2,2,115.0
1135,other,1600.0,3,3,75.0
1136,other,1225.0,2,2,55.11
1138,Kasturi Nagar,1570.0,3,3,80.0
1139,Thanisandra,1093.0,2,2,70.0
1140,Basaveshwara Nagar,1865.0,3,3,145.0
1142,Kaikondrahalli,1039.0,2,2,80.0
1143,Vittasandra,1246.0,2,2,64.5
1144,Whitefield,1985.0,3,3,75.0
1145,Hosakerehalli,1590.0,3,3,49.0
1147,Electronic City Phase II,775.0,2,2,38.0
1148,other,1000.0,2,2,50.0
1149,Hebbal Kempapura,1800.0,3,3,175.0
1150,Bommasandra,1035.0,2,2,41.0
1151,Dasarahalli,1520.0,2,3,75.0
1152,Whitefield,1360.0,2,2,95.0
1154,Kodigehaali,1117.0,2,2,56.0
1155,KR Puram,1200.0,4,4,120.0
1156,EPIP Zone,1330.0,2,2,92.5
1157,Marathahalli,1937.0,3,3,160.0
1158,Electronic City,1128.0,2,2,65.49
1159,Neeladri Nagar,1053.0,2,2,45.0
1160,Panathur,1198.0,2,2,77.0
1161,Marathahalli,1152.0,2,2,56.0
1163,Frazer Town,1625.0,2,2,75.0
1164,Kundalahalli,1397.0,3,3,105.0
1166,Kambipura,883.0,2,2,45.0
1167,Kaggalipura,700.0,1,1,38.0
1168,Yelahanka,1170.0,2,2,62.5
1169,Kanakpura Road,1200.0,2,3,42.0
1171,other,1480.0,2,2,65.0
1172,Akshaya Nagar,1897.0,3,3,120.0
1173,Rachenahalli,996.0,2,2,67.0
1174,Haralur Road,1875.0,3,3,110.0
1175,other,1500.0,2,3,98.0
1178,Yelahanka,1450.0,3,3,65.255
1179,Yelahanka,697.0,1,1,45.0
1180,Sarjapur  Road,710.0,1,1,27.0
1181,other,910.0,2,2,30.5
1182,Sompura,1025.0,2,3,48.0
1183,Magadi Road,1000.0,2,2,46.5
1185,Horamavu Agara,1453.0,2,3,46.48
1187,Thanisandra,971.5,2,2,36.435
1188,Bellandur,1281.0,2,2,74.0
1189,Cooke Town,565.0,1,1,35.0
1190,Varthur,1024.0,2,2,42.0
1191,Electronic City,1620.0,3,3,62.0
1192,Whitefield,1254.0,2,2,40.0
1193,Banashankari,1300.0,2,3,75.0
1194,Doddakallasandra,1233.0,2,2,43.0
1195,other,1200.0,1,1,28.0
1196,Hosur Road,1510.0,2,3,105.0
1197,Kaggalipura,950.0,2,2,65.0
1198,Battarahalli,1945.0,3,3,97.42
1199,Uttarahalli,1008.0,2,2,45.0
1200,Thanisandra,1265.0,2,3,79.0
1201,Hebbal,1255.0,2,3,77.68
1203,Yelenahalli,1200.0,2,2,46.17
1204,Sarjapur  Road,1403.0,3,3,51.63
1205,Kudlu Gate,1535.0,3,3,85.0
1206,other,1500.0,3,3,100.0
1207,Chamrajpet,1475.0,2,3,120.0
1208,Uttarahalli,1390.0,2,3,60.47
1209,Raja Rajeshwari Nagar,1278.0,2,3,53.76
1210,other,1133.0,2,2,55.0
1213,Kogilu,1170.0,2,2,51.99
1215,Whitefield,1697.0,3,3,94.79
1216,Thanisandra,1651.0,3,3,97.38
1218,Hennur Road,1192.0,2,3,60.0
1219,OMBR Layout,1078.0,2,2,65.0
1221,Kasavanhalli,1349.0,2,2,78.0
1223,7th Phase JP Nagar,1680.0,3,3,120.0
1224,Rayasandra,1314.0,2,3,63.0
1225,Garudachar Palya,1060.0,2,2,48.7
1226,Kalyan nagar,820.0,2,2,39.0
1228,BEML Layout,2000.0,3,3,85.0
1229,Kalkere,856.0,2,2,40.0
1230,Rajaji Nagar,1621.0,4,3,130.0
1231,ITPL,1200.0,3,3,68.4
1232,Bannerghatta Road,1484.0,3,3,52.5
1235,Yelahanka New Town,500.0,1,1,20.0
1236,other,485.0,1,1,15.0
1237,7th Phase JP Nagar,1050.0,2,2,42.0
1238,Uttarahalli,1617.0,3,3,66.68
1239,Electronic City,550.0,1,2,16.0
1240,other,1384.0,3,3,62.28
1241,Devanahalli,1408.0,2,2,85.0
1242,Uttarahalli,1150.0,2,2,49.0
1243,Akshaya Nagar,1410.0,2,3,75.0
1244,Kaggadasapura,2150.0,4,4,100.0
1247,other,1508.0,3,3,70.25
1248,Ramamurthy Nagar,1040.0,2,2,50.0
1249,TC Palaya,1240.0,2,2,60.0
1250,Kudlu Gate,1535.0,3,3,78.0
1251,Lakshminarayana Pura,1180.0,2,2,75.0
1253,Bannerghatta Road,1400.0,2,2,78.0
1254,Raja Rajeshwari Nagar,500.0,1,1,25.0
1256,Sarjapur  Road,1984.0,4,3,146.0
1258,Garudachar Palya,1960.0,3,3,160.0
1259,Sarjapur  Road,1035.0,2,2,45.0
1260,other,2150.0,4,4,80.0
1261,Whitefield,1700.0,3,3,115.0
1263,Tumkur Road,1586.0,3,3,100.0
1264,Hennur,2264.0,2,3,155.0
1265,Chikka Tirupathi,2325.0,4,4,120.0
1266,Yelahanka,1120.0,2,2,55.0
1267,Yelahanka,1662.0,2,3,67.98
1268,Sarjapur  Road,1128.0,2,2,59.0
1270,Jigani,924.0,2,2,65.0
1271,other,1600.0,3,3,52.0
1272,Pai Layout,1006.0,2,2,35.0
1273,Amruthahalli,1200.0,2,2,55.0
1274,other,1250.0,2,2,62.0
1276,Kannamangala,957.0,2,2,56.0
1277,Whitefield,1140.0,2,2,41.0
1278,other,1050.0,2,2,67.0
1279,Kasturi Nagar,1565.0,3,3,88.5
1280,Whitefield,1190.0,2,2,57.0
1282,Kanakpura Road,1558.67,2,3,65.0
1283,Electronics City Phase 1,630.0,1,1,39.0
1284,Whitefield,1403.0,2,3,60.81
1285,Kanakpura Road,1542.0,2,3,85.0
1288,Kengeri Satellite Town,1635.0,2,3,78.0
1289,Mysore Road,1239.0,2,2,53.0
1290,Haralur Road,1194.0,2,2,47.0
1291,other,1596.0,3,3,105.0
1292,Channasandra,1009.0,2,2,38.34
1293,Hosa Road,1726.0,3,3,81.99
1294,Kudlu Gate,1535.0,3,3,86.0
1295,Banashankari Stage V,1300.0,2,3,58.5
1297,other,1800.0,3,3,80.0
1298,Binny Pete,665.0,1,1,50.75
1300,TC Palaya,1500.0,2,3,100.0
1301,Kalkere,925.0,2,2,48.0
1303,other,1395.0,2,2,63.59
1304,Sonnenahalli,1415.0,2,3,55.0
1305,Begur,1419.0,2,3,59.0
1306,Kasavanhalli,1121.0,2,2,78.0
1307,Kambipura,1082.0,2,3,45.0
1308,KR Puram,1100.0,2,2,47.0
1309,Hoodi,1606.0,3,3,89.55
1310,Billekahalli,1650.0,3,3,88.0
1312,Old Airport Road,1206.0,2,2,75.0
1313,Sarjapur  Road,1495.0,2,3,64.0
1315,Electronic City,710.0,2,2,16.0
1316,Balagere,1210.0,2,2,72.0
1317,Nagarbhavi,1523.0,2,3,53.4
1318,Whitefield,1232.0,2,2,45.0
1319,Rachenahalli,680.0,1,1,44.0
1320,Hebbal,1355.0,3,3,83.87
1321,Thanisandra,1430.0,2,3,51.46
1322,Kothannur,1275.0,2,3,43.85
1323,Electronic City,1070.0,2,2,56.1
1324,other,1200.0,3,3,85.0
1325,Electronic City,2000.0,4,4,120.0
1326,Bommanahalli,1200.0,2,2,40.0
1327,Marathahalli,1610.0,3,3,90.0
1328,Haralur Road,1140.0,2,2,43.0
1329,Raja Rajeshwari Nagar,1143.0,2,2,38.65
1331,Rachenahalli,1530.0,2,3,74.4
1332,7th Phase JP Nagar,980.0,2,2,69.0
1333,Whitefield,1485.0,3,3,65.0
1334,Whitefield,1500.0,3,3,130.0
1335,Whitefield,1280.0,2,2,75.0
1336,Thanisandra,1265.0,2,2,85.0
1337,other,1132.0,2,2,67.0
1338,other,1262.0,2,2,63.0
1339,JP Nagar,940.0,2,2,49.0
1340,other,1515.0,3,3,88.0
1342,Kothanur,1840.0,3,3,69.0
1343,Electronic City,890.0,2,2,45.0
1344,other,1655.0,3,3,86.06
1345,Hennur Road,2060.0,3,3,149.0
1346,Bommanahalli,1730.0,3,3,96.0
1347,Yelahanka,2195.0,4,3,127.0
1348,Kathriguppe,1650.0,3,3,125.0
1349,KR Puram,1200.0,2,2,71.0
1350,Hosa Road,1079.0,2,2,32.37
1351,Panathur,1085.0,2,2,36.0
1353,Yelahanka,1075.0,2,2,51.5
1354,other,1380.0,2,2,80.0
1355,other,1450.0,3,3,65.0
1356,Thubarahalli,1200.0,2,2,78.0
1358,Hoodi,1639.0,3,3,98.32
1359,other,1200.0,2,2,54.0
1360,Vijayanagar,1739.0,3,3,116.0
1362,Old Madras Road,935.0,2,2,32.72
1363,Thanisandra,510.0,1,1,25.25
1365,other,1178.0,2,2,47.0
1366,Chikkalasandra,1375.0,2,3,50.0
1367,Chandapura,1065.0,2,3,33.0
1368,2nd Phase Judicial Layout,1450.0,2,3,50.75
1369,BEML Layout,999.0,2,2,45.0
1372,Kothannur,1100.0,2,2,40.0
1373,Koramangala,1835.0,2,3,155.0
1374,Hoodi,2090.0,4,4,95.1
1375,Lingadheeranahalli,1519.0,3,3,93.0
1376,Dommasandra,1267.0,3,3,56.0
1377,Sanjay nagar,1150.0,2,2,72.2
1378,Marathahalli,1146.0,2,2,70.0
1380,Kannamangala,1550.0,3,3,65.0
1381,Chandapura,850.0,1,2,18.5
1382,other,2200.0,3,3,187.0
1384,Electronics City Phase 1,785.0,1,1,55.0
1386,Raja Rajeshwari Nagar,1610.0,3,3,74.0
1387,Bellandur,921.0,2,2,40.0
1390,Sarjapur  Road,1700.0,3,3,110.0
1391,Sarjapur,1020.0,2,2,35.0
1392,Billekahalli,1090.0,2,2,52.0
1394,Haralur Road,1027.0,2,2,44.0
1395,Thanisandra,1185.0,2,2,42.1
1396,Doddathoguru,850.0,2,2,25.0
1397,Harlur,1197.0,2,2,84.0
1399,Poorna Pragna Layout,920.0,2,2,39.55
1401,Raja Rajeshwari Nagar,1105.0,2,2,65.0
1402,Yeshwanthpur,1850.0,3,3,100.0
1403,Judicial Layout,1300.0,3,3,64.0
1404,other,1595.0,3,3,76.0
1406,Horamavu Agara,755.0,2,2,37.49
1408,Kanakpura Road,1300.0,2,3,69.0
1409,Bannerghatta Road,1215.0,2,2,50.0
1410,Kanakpura Road,900.0,2,2,46.0
1411,Banashankari Stage III,1145.0,2,2,58.4
1412,other,1093.0,2,2,65.0
1413,Babusapalaya,1213.0,2,3,41.39
1414,Bannerghatta Road,1654.0,3,3,100.0
1415,NGR Layout,1105.0,2,2,52.48
1416,Babusapalaya,1611.0,2,3,66.0
1417,other,1367.0,2,2,62.0
1418,Devanahalli,1010.0,2,2,51.0
1419,other,750.0,2,3,75.0
1420,other,1535.0,3,3,95.0
1421,Anekal,620.0,2,2,22.0
1422,Horamavu Agara,982.0,2,2,47.65
1423,Banashankari Stage II,1700.0,2,2,150.0
1424,Whitefield,1330.0,2,2,71.0
1426,Poorna Pragna Layout,1475.0,2,3,58.99
1427,Bhoganhalli,1410.0,3,3,65.0
1428,Yelahanka New Town,440.0,1,1,16.5
1429,Yelahanka,1614.0,3,3,95.0
1430,Neeladri Nagar,1363.0,2,2,68.0
1431,Kogilu,650.0,2,2,28.0
1432,other,1015.0,2,2,45.0
1433,Horamavu Banaswadi,1156.0,2,2,46.0
1434,other,1100.0,2,2,62.7
1435,KR Puram,1455.0,3,3,46.0
1436,other,930.0,2,2,45.0
1437,other,1650.0,2,3,80.0
1438,KR Puram,1200.0,2,2,90.0
1441,Kadugodi,1890.0,4,3,127.0
1444,other,1240.0,2,3,46.0
1445,HRBR Layout,1440.0,2,2,98.0
1446,Kodichikkanahalli,650.0,1,1,38.0
1447,Budigere,764.0,1,1,32.0
1449,Raja Rajeshwari Nagar,1693.0,3,3,57.39
1450,Hoodi,1445.0,3,3,65.0
1451,Kanakpura Road,900.0,1,2,45.0
1452,Singasandra,1030.0,2,2,55.0
1453,Yelahanka,1381.0,2,3,52.48
1454,Basapura,1100.0,2,2,60.0
1455,Hoodi,1575.0,3,3,66.39
1456,Thigalarapalya,1200.0,2,2,65.0
1457,Begur Road,1200.0,2,2,43.2
1458,Kasturi Nagar,1080.0,2,2,80.0
1460,Akshaya Nagar,1360.0,2,3,85.0
1461,Jakkur,1865.0,3,3,124.0
1462,Sarjapur  Road,1157.0,2,3,75.0
1463,Kammasandra,674.0,2,2,29.0
1464,Whitefield,1405.0,2,3,78.0
1465,Begur Road,1160.0,2,2,44.08
1467,Hebbal,1790.0,3,3,127.0
1468,Electronic City,1128.0,2,2,65.65
1469,Panathur,1180.0,2,2,70.0
1470,other,1450.0,2,3,85.0
1472,other,2000.0,3,4,166.0
1473,Rachenahalli,1050.0,2,2,53.5
1474,Varthur,1125.0,2,2,40.0
1475,Vittasandra,1246.0,2,2,68.0
1476,HSR Layout,1372.0,2,2,61.0
1477,Uttarahalli,1330.0,2,3,56.0
1479,Dasarahalli,1300.0,2,2,55.0
1481,Bannerghatta,810.0,4,4,50.0
1482,Channasandra,1065.0,2,2,35.0
1483,other,700.0,2,2,27.0
1484,Hebbal,687.325,2,2,42.72
1485,other,1050.0,2,2,45.0
1486,other,1250.0,3,3,39.5
1487,Electronic City,865.0,2,2,42.0
1488,Uttarahalli,1200.0,2,2,44.0
1489,other,1756.0,3,3,100.0
1491,Yelahanka,628.0,1,1,24.0
1493,5th Phase JP Nagar,1207.0,2,2,63.0
1494,Kalena Agrahara,1765.0,3,3,125.0
1495,Electronic City,1130.0,2,2,32.64
1496,other,1532.0,3,3,92.0
1497,other,1650.0,3,3,110.0
1498,Horamavu Banaswadi,1200.0,4,4,105.0
1499,Bhoganhalli,804.1,2,2,69.09
1500,Doddathoguru,1200.0,2,2,75.0
1501,Kengeri,1197.0,2,2,50.0
1502,other,1200.0,2,2,66.0
1503,Uttarahalli,1385.0,2,3,48.48
1505,Whitefield,2225.0,3,3,115.0
1506,other,1180.0,2,2,48.0
1507,other,1525.0,2,3,122.0
1508,Ananth Nagar,1100.0,2,2,31.5
1509,other,1435.0,3,3,70.0
1510,Attibele,400.0,1,1,14.0
1511,Dommasandra,1200.0,2,2,50.0
1512,Whitefield,1272.0,2,2,95.05
1513,Whitefield,1205.0,2,2,39.0
1514,Kalena Agrahara,980.0,2,2,40.0
1515,Malleshpalya,1225.0,2,2,46.86
1516,Whitefield,1541.0,3,3,72.0
1517,Ramagondanahalli,1610.0,2,3,111.0
1518,Jalahalli,1694.0,2,2,125.0
1520,Kaggalipura,950.0,2,2,39.0
1521,other,1560.0,2,3,66.0
1522,Chandapura,1201.0,2,2,27.0
1523,Chandapura,1500.0,2,2,60.0
1524,Malleshpalya,1785.0,3,3,75.0
1525,Raja Rajeshwari Nagar,1258.0,2,2,63.53
1526,Electronic City,910.0,2,2,42.0
1527,Thigalarapalya,1297.0,2,2,112.0
1528,Kundalahalli,1291.0,2,2,49.0
1529,other,1070.0,2,2,42.0
1530,Varthur,1012.0,2,2,66.5
1531,Mahadevpura,1260.0,2,2,57.6
1532,Sarjapur  Road,1282.0,2,2,72.0
1533,Kanakpura Road,1843.0,3,3,92.15
1537,EPIP Zone,1330.0,2,2,86.98
1538,Konanakunte,1400.0,2,3,73.0
1539,Whitefield,1192.0,2,2,71.0
1541,Thigalarapalya,1297.0,2,2,103.0
1542,Sarjapur  Road,615.0,1,1,17.835
1543,Vijayanagar,1490.0,3,3,100.0
1544,Rayasandra,1373.0,3,3,72.0
1545,7th Phase JP Nagar,1035.0,2,2,41.39
1547,Doddakallasandra,1010.0,2,2,40.39
1548,Sarjapur,1195.0,2,2,42.0
1549,HSR Layout,1750.0,3,3,95.0
1550,Malleshpalya,1052.0,2,2,50.0
1551,Horamavu Banaswadi,1180.0,2,2,58.0
1553,Hormavu,2100.0,3,3,73.0
1555,Raja Rajeshwari Nagar,1128.0,2,2,38.24
1557,JP Nagar,1120.0,2,2,33.6
1559,other,1300.0,2,2,60.0
1560,Kanakapura,1090.0,2,2,32.69
1563,Uttarahalli,1330.0,2,3,46.55
1564,Hosur Road,1427.0,2,3,80.63
1565,Banjara Layout,1294.0,2,3,48.0
1566,Begur,1580.0,3,3,75.0
1568,Chikka Tirupathi,1808.0,4,3,80.27
1570,Parappana Agrahara,1194.0,2,2,47.0
1571,Kanakpura Road,900.0,2,2,46.0
1572,other,1310.0,2,3,50.0
1573,Kanakpura Road,900.0,2,2,46.0
1577,Koramangala,1290.0,2,2,100.0
1579,other,1390.0,3,3,120.0
1580,other,1200.0,4,4,72.0
1581,Bisuvanahalli,845.0,2,2,33.0
1582,Yelahanka,1537.0,3,3,120.0
1583,other,1135.0,2,2,68.0
1584,Hoodi,1512.0,3,3,75.77
1585,other,900.0,2,2,55.0
1586,Jigani,1230.0,3,3,54.0
1587,other,1378.0,2,3,42.33
1588,Whitefield,1277.0,2,2,61.3
1589,Hebbal,1985.0,4,3,189.0
1591,other,1210.0,2,2,62.0
1592,Yelahanka,890.0,2,2,40.0
1596,other,1464.0,3,3,56.0
1598,Begur,1550.0,4,4,130.0
1600,Electronic City,975.0,2,2,37.5
1602,Rajiv Nagar,1690.0,3,3,125.0
1603,Hosa Road,1063.0,2,2,31.89
